Cadre d'exercice professionnel,,,,,,,,mot-clé pour API,,,,,,,Déduction orientation guichet,,,,,,Contrôle de cohérence si activité principale,,,,,liste référénce,,,Métiers d'art,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,,,,,,SI Type Personne = P et si microentreprise =false,,,,
CodeN1,"Niv. 1 
(Domaine d'activité général)",CodeN2,"Niv. 2
(précision sur le domaine d'activité)",CodeN3,"Niv. 3
(précision du type d'exercice professionnel si besoin)",CodeN4,"Niv. 4
(précision détaillée du type de profession si besoin)",MOT SPECIFIQUE,MOT GENERIQUE,Autres,,mot d'exclusion,Code final,,Affiliation si principale (hors prolongement agricole),Caisse de retraite spéciale,Forme exercice Activité si  effectif < 11 (hors prolongement agricole),Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole),Forme exercice Activité si prolongement agricole,RESEAU ASSISTANCE,Codes APE compatibles,déduction de precisionActivite,"si microEntreprise = true, déduction de regimeImpositionBenefices",,,Affiliateur,Forme d'activité,Encodage ACOSS,,Régime d'imposition des bénéfices,"Si Micro BIC =""null""","Si Réel simplifié BIC =""null""","Si Réel normal BIC = ""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Régime d'imposition des bénéfices (1) ,"Si Déclaration Contrôlée BNC =""null""","Régime Spécial BNC =""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,Assujettissement à la TVA en cas d’opérations imposables sur option = false,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Option pour la tenue d’une comptabilité créances/dettes,Régime d'imposition des bénéficces (1) ,"Si Micro BA =""null""","SI Réel simplifié BA =""null""",Si Réel normal BA = null,Si Forfait forestier = null,Revenus fonciers,"Si Régime d'imposition à l'IS = ""true"" ","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""",Exercice d’activités accessoires de nature agricole,Exercice d’activités accessoires de nature agricole et Micro BIC = null,Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null,Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null,Exercice d’activités accessoires de nature agricole et Spécial BNC = null,“Option pour la tenue d’une comptabilité créances/dettes”,Régime d'imposition à la TVA,Si Remboursement forfaitaire agricole = null,Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux,Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable,Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées,Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées,“Régime d’imposition de la TVA (activités accessoires de nature agricole),Si Franchise en base TVA= null,Si Réel simplifié TVA = null,Si Réel normal TVA = null,Assujettissement à la TVA en cas d’opérations imposables sur option,"Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an",Régime d'imposition des bénéfices (1) ,,,Régime d'imposition à la TVA,si Régime simplifié TVA = null
05,Construction,03,Génie civil,08,Construction d’installations sportives et d’ouvrages industriels ou miniers.,01,Au service exclusif des exploitations agricoles,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","agricole, installation,bassin,",,,,05030801,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,42.99Z,"""14""",Micro BIC ,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,03,Génie civil,08,Construction d’installations sportives et d’ouvrages industriels ou miniers.,02,Autre,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","installation sportive, ouvrage industriel, mines, bassin",,,,05030802,,ACOSS,,ARTISANALE,COMMERCIALE,Non applicable,,42.99Z,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,01,Démolition et préparation des sites,01,Au service exclusif des exploitations agricoles,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","destruction, écrasement, dynamitage, dynamite, casse, démontage, préparation, agricole",,,,05040101,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,43.11Z  ; 43.12Z  ; 43.13A  ; 43.13B ; 43.13Z ; 43.12A ; 4312B,"""14""",Micro BIC ,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,01,Démolition et préparation des sites,02,Autre,"maçon, ouvrier, batisseur, maitre d'œuvre, constructeur","destruction, écrasement, dynamitage, dynamite, casse, démontage, préparation, agricole",,,agricole,05040102,,ACOSS,,ARTISANALE,COMMERCIALE,Non applicable,,43.11Z  ; 43.12Z  ; 43.13A  ; 43.13B ; 43.13Z ; 43.12A ; 43.12B,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,02,Installation d’antennes.,00,,antenniste,"antenne, parabole, câble, fibre optique",,,,05040200,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,43.21A,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,03,"Travaux d'installation électrique, plomberie et autres travaux d'installation",00,,"plombier, électricien, installateur, artisan","tuyau, robinet, evacuation, evier, fuite, eau, panneau, installation, electricité, réseau, gaz, chaudière, climatisation, isolation, ascenseur, stores, bannes, câbles, capteurs,",,,,05040300,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.21A  ; 43.21B  ; 43.22A  ; 43.22B  ; 43.29A  ; 43.29B,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,04,Montage de clôtures et de grilles.,00,,monteur,"clôture, grille",,,,05040400,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,43.29B,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,05,"Travaux de plâtrerie, mensuiserie, peinture, vitrerie et de revêtement",00,,"platrier, menuisier, vitrier","platre, platerie, panneaux, peinture, sol, vitre, parquet, tapisserie, aménagement, divers travaux",,,,05040500,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.31Z  ; 43.32A  ; 43.32B  ; 43.33Z  ; 43.34Z,"""14""",micro BIC,,,,,,"Staffeur-stucateur, Escaliéteur, Menuisiser, Laqueur, Ferronnier-Forgeron, Métallier, Mosaïste, Paveur-dalleur, Parqueteur, Peintre en décor, Fresquiste, ",Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,06,Agencement de lieux de vente.,00,,"agenceur, promoteur",agencement,,,,05040600,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,43.32C,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,07,Autres travaux de finition.,00,,"artisan, spécialiste","finition, travaux",,,,05040700,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,43.39Z,"""14""",micro BIC,,,,,,"Ferronnier-forgeron,",Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,08,Travaux de couverture,00,,couvreur,"toit, tuile, ardoise, gouttière, ","couvreur, toiture",,,05040800,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.91A  ; 43.91B,"""14""",micro BIC,,,,,,"Charpentier, Ardoisier, Chaumier, Couvreur du patrimoine bâti, Couvreur ornemaniste, Fabricant de girouettes et d'éléments de faîtage, Lavier, Lauzier,",Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,09,Travaux d’étanchéification.,00,,étancheur,étanchéité,étanchéificateur,,,05040900,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.99A,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,10,Travaux de montage de structures métalliques.,00,,"métallurgiste, industriel, fabricant, producteur","structure, métal, montage, travaux",,,,05041000,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.99B,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,11,Travaux de maçonnerie générale et gros œuvre de bâtiment.,00,,"maçon, cimentier","briques, ciment, enduit, fondation, béton",,,,05041100,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.99C,"""14""",micro BIC,,,,,,"Maçon du patrimoine bâti, Murailler, Rocailleur, Fontainier, Paveur-dalleur,",Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,12,Installation de piscines de résidence et construction de piscines extérieures.,00,,pisciniste,"piscine,installation, bassin",,,,05041200,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.99D,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,13,Construction de cheminées et de fours industriels.,00,,"constructeur, maitre d'œuvre","cheminée, fours,carneaux, ventilateurs, silencieux",,,,05041300,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.99D,"""14""",micro BIC,,,,,,Atrier,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,14,Autres travaux spéciaux de construction.,00,,"spécialiste, constructeur","travaux, spécialisé",,,,05041400,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,43.99D,"""14""",micro BIC,,,,,,"Fontainier,",Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Construction,04,Travaux de construction spécialisés ,15,Location avec opérateur de matériel de construction.,00,,"loueur, équipementier","location, matériel, opérateur, grue, machine-outil",,,,05041500,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,43.99E,"""14""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Non applicable,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,01,Commerce de véhicules et équipements automobiles,00,,00,,"vendeur, concessionnaire","voiture, véhicule, automobile, concession, occasion, vente, car, équipement, pneu, essuie-glase, batterie, siège, ceinture, autoradio",,,,06010000,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,45.11Z  ; 45.19Z  ; 45.31Z,"""99""
precisionAutre = ""commerce de véhicules et équipements automobiles""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,02,Commerce de gros et intermédiaires,01,Agent commercial,00,,agent commercial,"gros, commerce, négoce,intermédiation commerciale",,,,06020100,,ACOSS,,AGENT_COMMERCIAL,Non applicable,Non applicable,,46.19B,"""09""",Spécial BNC,,,,,,,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,02,Commerce de gros et intermédiaires,02,Autre,00,,"négociant, intermédiaire negociateur","négoce, gros,semi-gros, intermédiation commerciale",,,,06020200,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,46.XXX,"""09""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,01,Commerce de détail en magasin,00,,"commerçant, épicie, marchand, magasin, client, particulier, ","commerce, épicerie, produits, alimentaire, superette,  distribution, objets, bibelot, quincaillerie, ",,,,06030100,,ACOSS,,COMMERCIALE,COMMERCIALE,AGRICOLE (NON ACTIF),,47.11A  ; 47.11B  ; 47.11C  ; 47.11D  ; 47.11E  ; 47.11F  ; 47.19A  ; 47.19B  ; 47.21Z  ; 47.23Z  ; 47.24Z  ; 47.25Z  ; 47.26Z  ; 47.29Z  ; 47.30Z  ; 47.41Z  ; 47.42Z  ; 47.43Z  ; 47.51Z  ; 47.52A  ; 47.52B  ; 47.53Z  ; 47.54Z  ; 47.59A  ; 47.59B  ; 47.61Z  ; 47.62Z  ; 47.63Z  ; 47.64Z  ; 47.65Z  ; 47.71Z  ; 47.72A  ; 47.72B  ; 47.73Z  ; 47.74Z  ; 47.75Z  ; 47.76Z  ; 47.77Z  ; 47.78A  ; 47.78B  ; 47.78C  ; 47.79Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,02,Boucherie.,00,,boucher,"viande, bœuf, porc, cochon, veau, mouton, agneau, morceau, découpe",,,,06030200,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,47.22Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,03,Boucherie-charcuterie.,00,,boucher charcutier,"viande, bœuf, porc, cochon, veau, mouton, agneau, morceau, découpe, paté, saucisse, mousse, saucisson, jambon, coppa, mortadelle",,,,06030300,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,47.22Z,"""10""",micro BIC,,,,,,,,,,,,,,,,,,,Déclaration Contrôlée BNC,Régime Spécial BNC,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,True or false,"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,04,Boucherie chevaline.,00,,boucher,"cheval, ane, jument, poulain,viande",,,,06030400,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,47.22Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,05,"Volailles, gibiers.",00,,"boucher, vendeur","viande, poule, caille, poulet, coq, canard, oie, faisan, sanglier, cerf, chasse, lapin, dinde, gibier, volaille",,,,06030500,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,47.22Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,06,Triperie.,00,,"triperie, tripier","tripe, foi, abats, cœur, poumon,rein, boyau, rognon, tripoux, ris, viscère ",,,,06030600,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,47.22Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,07,"Commerce de préparation de poissons, crustacés et mollusques",00,,poissonnier,"poisson, crustacés, mollusques, morue, escargot, coquillage,filets, laitances, caviar",,,,06030700,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,AGRICOLE (NON ACTIF),,47.23Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,08,Crémerie-fromagerie et préparations à base de lait ou de fromage,00,,"cremier, laitier, fromager","lait, yaourt, crème, fromage",,,,06030800,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,47.29Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,09,Officine de pharmacie,00,,pharmacien,pharmacie,,,,06030900,,ACOSS,CAVP,LIBERALE_REGLEMENTEE,LIBERALE_REGLEMENTEE,AGRICOLE (NON ACTIF),,47.73Z,"""10""",micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>",,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Commerce et artisanat de détail,03,Vente et Commerce de détail,10,Commerce de détail de fleurs.,00,,fleuriste,"fleur, bouquet, plante",,,,06031000,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,47.74Z,"""10""",micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
